frametime(nanoseconds)
2347895
2035696
2231403
2101806
2148111
1857172
2060451
2353137
2034823
2354594
1959977
1931145
2102097
1907264
2443127
2111416
1858629
2168497
2214803
2070061
2213056
1888044
2303629
1922699
2053171
1833292
1876102
1900275
1894450
1996672
