frametime(nanoseconds)
6163297
6339782
6121651
6468215
5971959
5969339
6921660
5999917
6339200
6480738
6045931
6025837
6963888
6347355
6017391
6937094
6109711
6192129
6167957
6239308
6359877
6510152
6075055
6085539
6466759
6000791
6801673
6035447
6045058
6085538
