frametime(nanoseconds)
9361583
9363331
9138501
9511276
9649319
8828924
8687677
8837369
8666127
9371777
8660011
9013272
9341198
9255576
8586912
8701657
8826012
8809994
9138792
8785822
9159178
8657681
9001041
8800383
8828051
8893577
9473998
8648361
8885132
9109378
