1 thread(s);5245923;5136130;4963430;5077301;5166127;5241554;5136712;4932560;4956732;5209228;5074680;5021676;5293976;5068273;4952946;5097396;5017308;4883633;5262815;4950325;5068856;5049051;5049634;5129140;5105550;4751415;4813738;5273299;4859461;4861499
2 thread(s);3629015;3513397;3629306;3446705;3557372;3525046;4369612;3663963;3418456;3428649;3643868;3334290;3588243;3558246;3651731;3542228;3575429;3672700;3329340;3579506;3409719;3402438;3476993;3401274;3545432;3555043;3522716;3349434;3488642;3559411
3 thread(s);3076261;3548636;3829381;3720752;3790648;3598727;3634548;3643576;3637460;3609794;3492137;3714637;3749875;3662798;5226120;3709104;3755991;3776668;3760942;3787736;3880638;3740847;5613746;3635713;3963930;3566401;3953445;3743759;3847728;3720753
4 thread(s);3457772;3576302;3497962;3313322;3478740;3436803;3609794;3338367;3177609;3425737;3405933;3425445;3338368;3448453;3363414;3254202;3320894;3308662;3481652;3517765;3532036;3609503;3533783;3457481;3333417;3362249;3548345;3734149;3546888;3359337
5 thread(s);3373024;3308080;3101015;3292062;3338950;3462431;3052962;3437095;3305168;3097229;3396322;3342737;3119363;3230030;3385838;3203529;3465053;3523590;4805292;3198286;3534948;3170620;3334873;3554169;3522716;3352347;3533201;3463888;3500001;3586204
6 thread(s);3099559;2996464;2915502;2933559;3063447;3118490;3225953;3109752;2978990;2814154;2880846;3149650;3174696;3143535;3001997;3292062;2952488;3022966;3041022;2937053;2993260;3217508;3225662;2907057;3083833;3193626;3206149;2956274;3063738;3232069
7 thread(s);2834249;2792894;2840656;2999667;2805999;3131303;3093735;2842112;2900066;2922783;2951324;2877060;2968797;2970253;2841529;2935305;3082668;3182269;3178191;2913464;2976369;2943168;2900067;2958895;2930937;2879681;3172658;2972000;3068980;3036945
8 thread(s);2936762;2987727;3001124;2752996;2861334;2859294;2932976;3038692;3041896;2958312;2777459;3098104;2895408;2969379;2784740;3095482;2836869;3136254;2949576;3027625;2826677;3012773;2866284;3030246;2964138;3145282;2745715;3148777;2882884;3038692
9 thread(s);3126935;2940839;3241679;3084998;3212265;3061699;2999377;2958313;2937053;3269346;3154602;2966176;3044517;3295266;3001997;3033159;3110917;3335455;2950158;3011899;3209644;3074805;2923366;3290606;3025878;3074223;3198578;3128391;3246339;2988892
10 thread(s);3145282;3092278;3149942;3215178;3026752;3138293;2977243;3174988;3037527;3020344;3193917;3170619;3004036;2923365;3101889;3283034;3230321;3200616;3366326;2953653;3002871;3238767;3379140;2945207;3295848;2944043;3308371;3177317;3185180;3007531
11 thread(s);2815319;2987436;3021219;3056166;2932102;3259445;3067524;3124314;3180521;3302256;3301090;2926569;3217799;3000832;3201198;3218090;3099559;3117616;2926568;3212265;3017432;3194791;3404768;3278666;3012481;3457190;3195374;3119071;3230904;3146448
12 thread(s);3026751;3214595;2784449;3058496;3436803;2951032;3008113;3060534;3281578;3253620;3082668;3315943;3052962;3133051;3230904;3114995;3090532;3009569;3102181;3015976;3090822;2960060;3325262;3171493;3018015;3395157;3263522;3325554;3350308;3496797
13 thread(s);2902688;2888127;2902979;3101016;2883175;2832210;2957731;4005284;3126935;3011899;3188093;2983650;2999085;3182268;3000250;2936761;3008113;2996464;3011316;3171493;2928316;3186345;3282160;3178192;3133051;3101598;3038983;3062573;3002580;3202946
14 thread(s);2834540;2861042;2836288;2843859;3078299;2830754;2858130;2912881;2826094;3054128;2826095;2859294;2939383;3047720;2989183;3264104;3036072;2979281;2997046;3041022;3191588;3137419;3062282;3008986;2991222;3375645;3253328;3248669;3281869;3015394
15 thread(s);2874438;2919871;2898320;2806000;2820561;2896572;2923074;2824347;3085871;3208479;3242262;2929773;3073058;2972291;3161882;2940257;3182559;3042187;2984814;3021510;3004327;2998502;2923365;2967632;3295266;3211391;3002579;3104219;3017432;3120237
