frametime(nanoseconds)
16783709
17049810
17947646
17761463
17787517
17859825
17668079
17866851
18308889
17743606
17789567
17791030
17922764
18596360
17917202
17747120
17720480
17877682
17807131
17801276
17687400
17858947
17771417
17714332
17921885
17656077
17719309
17613630
17793665
17996827
