frametime(nanoseconds)
10276666
9393468
9387906
9520224
9124146
9182987
8822623
8566182
8985973
8720163
8830527
9026078
8685913
8857167
9049790
8778419
8635854
9097214
8701428
8306228
8473383
8768173
10182111
8654004
8751194
8239483
8411030
8776662
8377950
8901370
