frametime(nanoseconds)
8016684
9074431
5146032
7455193
6810993
5253786
5413089
5379015
8658263
5345524
5223207
5531620
5503079
7567608
5267765
5302421
7024755
6425987
7765935
5254078
5312323
5418914
6660718
7567316
5614038
5250001
5277085
5278250
5643452
5358047
