frametime(nanoseconds)
771759
1156765
672450
997754
1117740
779331
848643
1012024
836703
1107839
1014645
767974
1105217
1014353
774089
847770
1049301
764187
1125603
838742
1128807
989308
1012898
1054834
770885
1041147
1126768
710892
675945
757489
