frametime(nanoseconds)
2156914
2656916
2215170
2145205
2812947
2146083
2377056
2572899
2582852
2094853
2067335
2038939
1971902
2126470
2181504
1991809
1962242
2282793
2238296
2322020
2293917
1972195
2343391
1946726
1964876
1976293
1967218
2016399
1976001
2165111
