frametime(nanoseconds)
787594424
786583565
783447602
784498069
783581568
783574578
783659327
783283931
783752520
785295164
784396429
783266166
783426925
783260342
783567298
783710291
783512547
783916773
787616849
784875793
783874545
784417980
784323039
783765625
786548618
783313345
783609817
784809102
783877457
783866974
