frametime(nanoseconds)
7218989
8750609
7006166
7211962
7004117
6864479
6821740
6951131
6817055
7152829
6943519
7043930
7288661
7154000
7543638
7052712
7139656
7080522
7001482
7081693
7113016
7270511
6765533
7038953
6882922
6908683
6909854
6832864
6989187
7150194
