frametime(nanoseconds)
9505451
9658055
9603595
9537778
9514187
9083168
8966384
8761650
8830089
8860377
9014438
8921244
9220337
9013272
8798637
8847854
9334499
8465469
8828050
8816401
9263148
8558662
9022883
9061908
8809995
8643993
9248004
9050841
9073848
8876104
