frametime(nanoseconds)
98225712
98218722
98055633
98012531
98133974
98110385
98017482
98115627
98134265
98178241
98108346
98200375
98060584
98076310
98208237
98036411
98189599
98144750
98070195
98237360
98079806
97976128
98139798
97986320
98092911
98218430
98057380
98132518
98418797
98370453
