frametime(nanoseconds)
9684266
10629307
7926694
6570436
10378266
9469338
8275005
11096440
6687803
12607048
9079090
6107090
6782743
11024506
10029373
11006449
11336413
10335747
6698868
11168955
6616742
10244593
6549759
10198286
6801673
11451740
9515935
10260319
10410011
10832294
