frametime(nanoseconds)
9636213
9155975
5010027
5439009
5113705
5344359
5534241
5381345
5507739
5438426
5563072
5342029
5652480
5309120
5416584
5350766
6297554
5373773
5247088
5595690
5755284
5161467
5196996
5722084
5160302
5432893
6277168
5416002
5120403
5267183
