1 thread(s);74171156;73805230;74169107;74028883;73770978;73717408;73773321;73808157;73798204;73996975;73798204;73893052;73962724;73940768;73700721;73906518;73961260;73827771;73543812;73771271;74160325;73519807;73582161;73515124;73506048;73452477;73549081;73499315;74354997;74152421
2 thread(s);73306106;73210088;73861436;73763075;73244631;73107335;73290591;73106457;73099724;73131340;73052886;73370509;73022440;72985555;73452769;73779176;73930815;78212443;73367289;73871096;74119633;73333917;73309619;73650663;73391002;73479409;73410322;73335673;74083334;73995804
3 thread(s);73556107;73601774;74113486;73471212;73493753;73635440;73530639;73549960;73562255;73470919;73317231;74073673;73893052;73187839;73395100;73184033;73209502;73405931;73290884;73289128;73872560;73271856;73280346;73593285;73224139;73234678;73359385;73379291;73131047;73877244
4 thread(s);73421153;73446330;73679351;73914422;73361142;73393928;73325720;73353823;73789422;73906810;74124317;74392760;74112022;73903005;73893345;83045008;77518354;73755171;73826600;74157982;74596215;73873439;74441941;74042349;73865241;74090359;73847970;73745217;74110558;74545571
5 thread(s);73819282;74074259;73951892;74246390;73999902;74120804;73921740;73841530;74053181;74359096;74502539;74479119;74707164;74417644;74414130;74312257;74448382;74501660;74309037;74467702;74992001;74414423;74402129;74427011;74364072;74456871;74502246;74319868;74460676;74723557
6 thread(s);74706871;74716824;74924378;75331873;74689892;74516005;74747269;74222971;74521274;74996977;74631929;74899788;74179352;74429646;74676134;78161213;74306694;74329821;74253416;74374610;74752539;74280934;74264247;74277713;74470337;74389540;74345336;74738487;74277421;74568990
7 thread(s);74511028;74489365;74995221;74969460;74776543;74357046;74394810;74746684;74403592;74506051;75058746;74877247;74357046;74737316;74460091;74472679;74781227;74290887;74232046;74769810;74503124;74321039;74658862;74267760;74380172;74565185;74233802;74478533;74824846;74410911
8 thread(s);74448967;74431988;74952774;74641590;74269810;74294692;74249317;74267175;74385149;74553768;74736438;74849437;74319575;79821932;74722972;74183744;74501367;74286203;74256050;74289716;74775958;74293814;74315770;74231167;74353826;74694869;74239950;74357924;74398030;74939015
9 thread(s);74594166;74516004;74956580;75459800;74636321;74370512;74816942;74318111;74384856;74398322;74480582;75021568;74322209;74403007;74458335;74394224;74479997;74482924;74626953;74712726;75153301;74414423;74254002;74730290;74544108;74567820;74465360;74617000;74990830;75001954
10 thread(s);74471800;74422035;75167645;75312552;74315185;74576016;74331577;74471507;74758101;74524493;74563721;74723265;79416778;75035034;74353240;74232924;74391883;74477948;74568405;74566356;74969752;74423791;74473557;74529471;74431695;74316355;74402421;74464189;74518347;74934623
11 thread(s);74766590;74432280;75004296;75144226;74484388;74400371;74343580;74345336;74642468;74403885;74461555;74527421;74564013;74371683;74350606;74274786;74402421;74457164;74368756;74424376;74863487;75149495;74256636;74200430;74349142;74426426;74470044;74424083;74406227;74738195
12 thread(s);74403592;74358217;74406226;75051134;74484388;74327772;74654177;74304938;74395103;74318990;74216530;77150965;74582456;74595922;74268931;74998441;74429060;74326894;74610560;74345922;74403007;74818698;74961849;74338604;74402714;74330992;74297034;74530641;74522737;74413253
13 thread(s);74530935;74673499;74346800;74858803;75291475;74368755;74356753;74346507;74356461;74317819;74448674;74371683;75048207;74278299;74468873;74345044;74440769;74364365;74264248;75205116;74624611;74328943;74315477;74342409;74515712;74396566;74422620;74394517;74489365;75006931
14 thread(s);74310501;74396566;74614072;74464189;74390418;74276542;74487901;74340067;74469166;74417936;74622562;79284752;74508101;74347678;74500489;74253416;74459505;74653885;74660619;74648616;74723264;75267763;75136908;74621684;74638077;75163840;74674963;74585970;74568697;74764834
15 thread(s);75008101;74841532;74635150;74746684;75350316;74678183;74762784;74880760;74822211;74785325;75224437;74804061;75504004;75278008;74679061;74995221;74583628;74735852;74984390;74718874;75169402;75431405;75302892;74947212;74994635;77513378;75115244;74860852;74704529;75003711
