frametime(nanoseconds)
471898
474533
487414
526640
503222
483022
487414
474240
473947
460188
472776
496488
473070
499708
466043
480973
469849
470727
459603
468970
508784
468093
462824
562648
475997
480680
475704
407203
507320
473069
