frametime(nanoseconds)
68431679
71052588
71810494
72001946
71518631
72015412
70793512
71270679
70998723
69597959
70525362
71234087
71406511
70751650
70517750
72122263
70865527
71939885
72202474
70811076
73321622
69487302
70805222
70292047
70369917
71830985
70612598
71359966
71349720
71564299
