frametime(nanoseconds)
509076
536301
474825
504099
565575
543913
497660
488585
572308
497952
487413
498830
622367
480095
495025
539228
494732
632320
503807
465165
502929
477753
500294
472483
481558
508784
537765
503221
492390
516102
