1;thread(s);10528130;10505883;11891132;10666890;11541892;11870640;10748858;11694118;11810335;10412499;10312967;10346046;11011153;10291303;10093996;10514664;10399911;11353660;10316771;13522870;11398742;11186212;10209921;9954944;10387322;11869762;11345171;11378836;11557115;10020225;10971398,9333333
2;thread(s);8356579;8137316;8870633;8425959;7869166;7580816;8192352;7696449;7583451;7767292;7985970;8165127;7616823;8062667;7422444;7976309;7914541;7792175;8029296;7891121;7827304;8013487;7843112;7222501;7739482;7985969;7784856;7648146;8081988;7596917;7902674,93333333
3;thread(s);7089304;7100136;6899608;6652828;6842817;6827008;6651072;6718694;6563249;6400778;6364771;6715767;6497089;6682980;6606575;6672149;6645217;6584326;6716060;7120042;6687371;6762606;6771974;6807395;6834034;6924198;6938543;6977478;7435910;7227771;6790591,66666667
4;thread(s);7218989;8750609;7006166;7211962;7004117;6864479;6821740;6951131;6817055;7152829;6943519;7043930;7288661;7154000;7543638;7052712;7139656;7080522;7001482;7081693;7113016;7270511;6765533;7038953;6882922;6908683;6909854;6832864;6989187;7150194;7099686,9
5;thread(s);7159855;7064129;6665123;6801833;6719280;6668929;6806809;6703179;6747091;6687371;6482453;6745334;6729233;6385556;6869749;6402535;6427710;6639655;6828179;6658097;7049785;6649900;6808859;6774901;6596036;6935030;6793636;6746505;6705229;6801248;6735107,63333333
6;thread(s);6613893;5816174;5750893;6105695;6117698;5912486;6314126;6199372;5812662;6176246;6063834;6054172;6126187;5972791;6466938;6357745;6139945;6226012;6829351;5681514;5714594;6023143;6274899;5887311;5577006;6240649;6227768;6115941;5538656;6203178;6084695,96666667
7;thread(s);6765826;6143166;5671561;6708742;5973669;5668341;5739477;5626186;6442932;6080227;5611256;5628527;6010261;5584909;5655460;6047733;6104817;5432392;6454057;5517287;6101304;6285438;6451129;5483914;5969571;6181515;6628823;6144045;5728938;6200251;6001391,8
8;thread(s);6922735;6289537;6423026;6209325;6163951;6257335;6480404;6017288;5964887;5993283;6292171;6644338;6072030;6259677;6429174;6168342;6231574;6949374;6502359;6119161;6416001;6207862;6121504;6433565;6251480;6180637;6680931;6456399;6198494;6387897;6324158,03333333
9;thread(s);6908683;6170684;6557394;6368869;5914535;5985086;5737134;6294513;6171562;5684734;5346325;6040414;6072908;5846913;5834910;6217523;5811490;5859208;5989185;5807392;6308857;6252651;6089888;6002650;6370333;5764652;5500307;5566174;5697029;5997967;6005665,66666667
10;thread(s);5918927;5437367;6482746;6010555;6181808;5126185;6137311;5398433;6374431;6173025;5480401;5880577;6186492;5211372;5834032;5484792;5747966;6512312;6161902;5601010;5263480;5662485;5544511;6252358;5453469;5649898;5671267;5924489;5824371;5803587;5813051,96666667
11;thread(s);5971912;8677423;7064129;6439419;6194396;6419806;6834327;5763481;5801830;5262308;5411607;5743283;5569394;5913657;5261138;5466349;5501771;5684149;5746210;5403702;6049782;5700835;5661022;5598083;5816468;5937077;5865940;5805051;5745332;5559441;5928977,4
12;thread(s);6750018;5403995;5034556;4746792;5227472;5072027;4881453;5262602;5116232;4869451;5007332;5533680;5661900;5316174;5327883;4805926;5277824;4756746;4823784;4697612;5441174;4927413;5376185;5063831;5245037;4731570;5259381;4705809;4781336;5208152;5143778,23333333
13;thread(s);5523434;5448785;5217519;5323199;5122672;4903408;5139065;5576420;5296267;5030165;5582275;4872086;4603057;4708736;5481865;5411021;6137018;6436492;6334618;6299782;6158389;5336372;5628235;5188831;5126770;5339300;5393457;5638774;4949662;5391408;5419969,4
14;thread(s);5495623;5522848;4957273;5056219;5168046;5288948;5132624;5140822;4754111;5085494;5124428;5243574;5644629;5421560;5222496;4994744;4995914;5296267;5406923;5512602;5265822;5220740;5629113;5332567;5161020;5154580;5292754;5846912;5267285;5003234;5254639,06666667
15;thread(s);5013480;4810610;4769919;4607155;4705516;4848959;4794509;4686781;4827004;4768162;4844860;5257918;4728350;4992109;4828760;4871793;4899603;4865938;5350131;4827882;4707857;4790703;4208442;4836079;4454344;4675071;4411018;4621207;4753233;4242107;4766650
