frametime(nanoseconds)
4780457
5531924
5260260
5052414
5791877
5277532
5304463
5179171
5161606
5441759
5515530
4940294
5397263
4911605
4981278
5236255
5114768
5379113
5078760
5238597
4853058
4938830
5549195
4915118
5321150
5851597
5339007
5169803
5197320
4883209
