frametime(nanoseconds)
11635215
11619489
11892079
11766851
11673074
11667250
11694917
12060993
11548428
11740640
11747047
11730155
11665793
11586870
11777335
11748503
11798886
11670745
11729282
11802672
11795100
11686471
11673657
11778500
11796556
11858588
11881012
11808206
11834998
11756075
