frametime(nanoseconds)
8860376
9379348
8451198
5007988
5234274
5274173
7230363
5405808
5501040
8100558
5051673
6024381
5353387
5291355
5714803
5321061
7791272
5220295
5445998
5255825
7973873
5456774
5425321
5282327
5201365
6127184
5168165
5311450
5196414
5183308
