frametime(nanoseconds)
2999668
2925986
2826968
2966176
3021801
2970835
2966176
3137710
2836287
3074223
2870653
3104510
2988601
2818232
2755035
3016559
3060826
3014229
3106257
3036654
2805126
3161300
2956566
3088784
2839199
3122858
3042479
2873564
2863372
3040731
