frametime(nanoseconds)
2722197
2801823
2815289
2763766
2716049
2777525
2766108
2735663
2748544
2794797
2793333
2800359
2723953
2858321
2800652
2733321
2747666
2808555
2803286
2788064
2725710
2742982
2798895
2736249
2800359
2814995
2798309
2790991
2825534
2798017
