frametime(nanoseconds)
71953351
71748726
72337720
72701304
72046150
71369918
73790886
73602068
71388947
74433451
72586549
72499898
75306698
71408268
72038538
72128996
69801414
70139236
69960372
71867871
71735552
72377240
74095043
74557280
74359973
71935201
71907391
71907684
72088598
71940470
