frametime(nanoseconds)
2902688
3017141
2845606
2908512
2934723
3145865
2950449
3211974
2935597
3011025
3049176
2973456
3117033
3056457
3285655
3194500
3037236
2995299
3095191
3000250
3004909
3021801
3041313
3100142
3247795
3310409
3087619
3044808
3265269
3064320
