frametime(nanoseconds)
169387724
169218519
169412188
169223762
169583431
169535086
169223180
170871249
169276183
169473929
169480627
169283172
169288124
169255797
169221724
169348700
169272397
169423836
169582266
169365299
169152119
169375201
169336177
169398500
169374619
169300647
169234537
169408693
169441019
169276474
