frametime(nanoseconds)
578749
618854
589580
589580
565868
621489
572601
587824
566161
602167
572893
558842
567917
528690
572601
609193
637004
527812
547718
581968
600411
547718
577577
586652
624416
656325
532789
576114
917742
558257
