1;thread(s);3391988;3271964;3356567;3394622;3700829;3419505;3374423;3368568;3573487;3374716;3442632;3361250;3406039;3333440;3391988;3430922;4517576;3337538;3378522;3435606;3437362;3489471;3435606;3941170;3352175;3351004;3386426;3337538;3375009;3447023;3460498,86666667
2;thread(s);3552702;3255278;3129985;3197901;3030746;3091636;3201706;3184434;3252643;6697910;3703757;3141987;3209610;3344856;3091928;3543920;3057971;3097198;3112128;3100125;4322903;3102760;3070266;3054750;3096905;4228349;3069094;3043627;3192339;4442635;3420734,96666667
3;thread(s);3243861;3033673;3263767;3274013;3079341;2998544;3349248;3273135;3079926;3392280;3083146;3578171;3433850;3209318;3343979;3394622;3491520;3101003;2971905;3070265;3378522;3110664;3309727;3071730;3076413;3231273;3133791;3201707;3089001;3286016;3218480,36666667
4;thread(s);4245913;3685607;3272257;3692926;3243275;3625302;3597785;3563534;3457269;3654576;3587832;3423604;3459025;3206976;3592808;3366226;3475711;4417459;3421555;3686193;3397550;3696732;3584026;3534260;3165992;3348370;3499424;3539529;3548311;3480981;3549033,6
5;thread(s);3125008;3085488;3059727;3090465;3066753;3088415;3067339;3080805;3085781;3066460;3090172;3071144;3073193;3072315;3072900;3080511;3080511;3097783;3081390;3088708;3113006;3056507;3127057;3064411;3295969;3178287;3133498;3134961;3144915;3174189;3101588,93333333
6;thread(s);3432094;2998252;3554752;3705806;3490056;3464295;3590173;3413357;3565583;3484494;3333732;3463417;3448779;2980980;3215172;5531631;4331393;3472492;3436777;3510841;3666579;2976003;3218393;3154575;3514353;3508499;3437363;2972198;3129400;4516698;3517271,23333333
7;thread(s);3615057;3442046;3453464;3468978;3231566;3468393;3293041;3628523;3035429;3500009;3196730;3321145;3152233;3184727;3430337;3482738;3346613;3347491;3384376;3427409;3419505;3345734;3456098;3068802;3299189;3473077;3472491;3067045;3118275;3204341;3344495,4
8;thread(s);3015230;2932678;3106565;3064411;2992397;2997081;3163943;3138768;3189412;3141109;3163358;2974833;3131448;3280747;7394047;3280454;3020207;2988884;3008205;3158380;3136718;3191168;3117690;2989762;2994446;2973954;3046554;3013766;3159259;2972491;3224598,83333333
9;thread(s);17567669;3074949;3053579;14221056;3124715;3126179;17485409;3445852;3100418;13970177;3193217;3247960;21508546;3105102;3222784;15123283;3136132;3066460;8622974;3157503;3076706;18092553;3445266;3282502;3574073;3244154;3245325;3370325;3321144;3222491;6580950,1
10;thread(s);3069094;3063825;3088709;3130863;3040699;3071436;3096319;3245031;3164821;3332854;3862422;3119153;3088416;3285723;3716931;3100418;3141402;3115348;3060313;3175360;3376473;3430336;3096906;3125301;3089879;3070851;3197316;3106566;3093393;3398135;3198476,43333333
11;thread(s);2987713;2919797;3018451;2996788;3012303;3167456;3020793;3083439;2980394;2982444;2992104;2959610;3565291;3008497;3137011;3642574;3008205;3023134;3169212;3069095;2941460;3008204;3142865;2989176;2970441;3070559;2966050;3001179;3056799;3065290;3065211,13333333
12;thread(s);3516403;3077584;3505864;2961366;3195266;3337246;3605689;3495325;3025477;3430630;3509670;3618862;3439412;3037771;3046261;3545677;3542457;3451707;3550653;3365641;3029867;3052409;3476297;3012303;3658968;3764940;3533967;3061777;3586368;3594272;3367670,96666667
13;thread(s);3062654;3012596;3020207;3022842;3293041;3036893;3012888;3081975;3062947;3331098;3223077;3032502;3063240;3081682;3123544;3131449;3031331;2992982;3048895;3214587;3218099;3085195;3067339;3230687;3127350;3021963;3057092;3066168;3012889;3281625;3101627,9
14;thread(s);2912771;2978345;2956097;2973954;2967514;2982736;2972490;3169505;2989177;3130277;2956682;3068509;2966342;3009083;2951412;2940289;2978345;2950242;2917748;2983614;2921261;2932970;3132326;3002936;2989762;2950242;2963708;2930043;2948779;2930921;2981936
15;thread(s);3806216;3582269;3222491;3258791;3241812;3535138;3429166;3076706;3743862;3260547;3412187;3478346;3441461;3245325;3099832;3472491;3069387;3126765;3344857;3379107;3062362;3265816;3340465;3471027;3332268;3483323;3428288;3454634;3315583;3473077;3361786,63333333
