frametime(nanoseconds)
343677
340457
337237
342506
343092
339873
343385
358608
363291
360072
370025
348655
384076
401933
370902
330211
333724
336652
339580
351289
358608
348947
377050
347191
340458
339287
344264
361535
346020
370610
