frametime(nanoseconds)
6634385
6918929
6235379
5557684
6087838
5626478
5974548
5978939
5629113
6035438
5600132
6539244
5471911
5507625
5772848
5490647
5483329
5744160
5610378
5613012
5491818
5719570
5825249
5795390
5839008
5648727
5812954
5564417
5721034
5799196
