frametime(nanoseconds)
285310600
276823579
287780811
300711417
308764504
304375088
326736589
318759803
300307772
279089639
314753063
333042880
303213372
318280730
303462082
313031894
329717327
274900297
327891024
322684708
289638566
303051739
329295043
313412824
317394227
292033932
333619807
312033851
309460252
271146053
