1 thread(s);74814015;71115527;75966828;67804921;68671141;73771857;66043499;68223833;68278283;67953634;70280630;74587726;72007216;68585660;72653880;68469150;73571329;72154171;71069859;79346227;64824234;71208033;64649175;72866410;68410309;71816934;71951302;71510141;84095655;70962424
2 thread(s);70973548;72061372;73878122;67883669;72645390;71419685;71986138;72135143;71713597;71853819;72339476;78688146;70941054;70606743;71092986;71662659;81367310;71838597;67033549;72577767;71723257;71083911;72794103;70106449;71417928;72749607;70718570;70713594;70747259;72092696
3 thread(s);71258970;71729697;73494924;70722084;72749021;72527708;71075421;72646269;71290879;70608207;72515413;72778295;77166772;71546734;73336844;65480852;71052002;70806392;77444291;71757214;71222963;72531514;72502241;72310788;71725013;72759267;72122263;74024200;72032392;71342401
4 thread(s);75389542;73697501;72702767;72190178;69750183;73082160;71238478;70729109;73389245;68776235;72018340;70786194;72006923;71484088;71375773;72064593;71691348;72385730;72504875;71658268;71546149;73580112;73567232;71896852;74125196;71983211;70911779;75407400;67453046;72990532
5 thread(s);70924074;72358798;71741114;71557566;72062544;72041466;73215649;71790880;72253703;74399494;73035322;72698962;71381628;73111141;71197201;73346212;88513992;71870506;69820442;78039725;70100887;72353527;74395103;71348842;71710083;70643629;74864659;70796439;72036490;74082162
6 thread(s);71500774;72404172;72126654;73248729;72252240;72763365;71458619;71760728;72640999;71631336;72968869;72547030;72474722;72456280;72251069;72825718;72430812;72036197;72198083;73412079;70167340;74737316;74068697;72702767;72281220;74392175;71611722;72076010;72061958;72084499
7 thread(s);71703350;67974125;71985552;72393048;71506336;71793222;72478528;72865825;72165589;71694275;65410593;71416464;71880751;72264242;71619626;76666479;67572778;71836548;72672322;72283563;72221795;72415296;67289990;72212720;71460961;75406229;73734386;72390120;72196619;73774199
8 thread(s);72890122;71667343;71621968;73185204;71768339;72448376;72174663;72566058;72366116;71546441;72052590;71436078;76882229;70485256;72700426;72477357;68184313;72665297;68894795;72350307;71881922;72252532;71404170;70905632;74726485;73311083;71985553;73000193;71350305;71677589
9 thread(s);79417949;69567806;72147731;77548799;72463891;73377535;79350326;73711553;72471502;76719465;72729407;71859089;73311376;72229113;78828077;76394815;71321616;71449544;71236136;72144804;69138063;77539431;72681690;73189303;73178179;72262779;71957742;76082754;69912655;71700716
10 thread(s);70124599;70461544;71235844;72875485;69393333;67450997;74166765;72638657;74276543;73339771;74754002;73823672;71191347;71864358;74405641;73851190;72616117;71288244;71065175;71610845;74690770;75412670;73419105;72365238;71758971;70572199;71288537;74341238;72392462;73208038
11 thread(s);70806100;71604697;70975890;72775075;70012773;72789419;71627823;73186375;72636022;70949543;71714475;75161205;72887780;73979703;76324264;72045272;72144511;71041171;71061663;74037081;67305212;71086253;73215650;67760424;73840651;72958038;71548198;71323959;74208041;74718581
12 thread(s);70890409;69434316;74395102;72903588;73086844;70513652;69918803;71772730;72403879;70547903;72023023;72033854;71467401;72024194;69722080;74551719;72285905;70765994;72977944;73425252;72018632;71806980;69411190;72691058;72664126;73002534;73164420;70453640;70662657;70918512
13 thread(s);71689007;71017751;73882513;72196912;72176420;70959496;71225305;72184031;72594161;72579524;72551713;70335373;78350616;71493455;72224137;73004583;73208624;71247260;74534154;72893341;72445156;70902997;71863480;71366113;71051416;70059318;72677007;72230870;72318399;71064004
14 thread(s);74161495;71495504;73227359;72726772;71267752;70371087;72678470;70395091;70576884;73760148;71739358;72084792;72366994;71933445;71307858;72313130;69056973;71574544;73162371;72261608;70929637;72894806;72291175;71657976;71900950;73452769;72278587;71890705;72659735;72735848
15 thread(s);73606458;72388071;72201596;72216818;72518926;72264828;71888948;73436668;72334793;72274780;65696602;77227663;72230284;70722669;71142459;72277415;71302881;71543221;72636315;72494921;73041176;72614653;71366698;71393045;72920274;71783562;70927587;72085085;71799955;71389825
