frametime(nanoseconds)
3186776
3030160
3108615
3103053
3075535
3359494
3067631
3004107
3124423
3151355
3046846
3134962
3125301
2996495
3218393
3076413
3107151
3075243
3115934
3110956
3065874
3043919
3089587
3122373
3127350
3085781
3077585
3053287
3046846
3055628
