frametime(nanoseconds)
6852770
8911323
8786030
8619753
8788079
9517883
8603067
11710218
9247682
10076431
9281641
8374144
8830527
9015246
8574086
9175668
8778126
8442352
8877365
9267882
10574091
8990949
8015537
9049789
8763781
9040715
8684742
7817644
8858045
7233040
