1;thread(s);3424775;3404282;3435313;3669214;3396965;3405161;3519037;3529869;3628522;3528405;3677703;3991813;3744155;3655454;3535431;3489763;3472199;3519915;3488007;3532503;3524307;3447023;3489178;4668924;3479810;3471320;3467808;3444974;3493276;3479517;3567154,1
2;thread(s);3482737;3217514;3250009;3540700;3082561;3238884;3430629;3174189;3154575;4427705;4887894;3493861;3329634;3302409;3088123;4456393;3303580;3238299;3129107;3180337;3094564;3371496;3142280;3311777;3139352;3288650;3128228;3163064;4711077;3550360;3443666,26666667
3;thread(s);2981565;3041577;3215465;2948486;3027232;2972783;2982151;3008497;2980688;2971319;2980101;2996787;2969563;3068802;2996788;3011425;3079927;3007619;3026354;3000593;2976003;3058556;3019329;3031624;3019621;3070265;2964294;3040992;3074071;3103931;3020880,26666667
4;thread(s);3067631;3115348;3540992;3063825;3192924;3274892;3286016;3245325;3492691;3501180;3159844;3662773;3441461;3233029;3673605;3566461;3466930;3117690;3660724;3276062;3081097;3273135;3031332;3392867;4653994;3336367;3299482;3137596;3685314;3522258;3381761,5
5;thread(s);3617398;3321730;3284552;3222784;3531626;3237128;3685900;3375009;3515817;3719272;3477468;3562363;4073489;3679460;3374131;3600712;3502937;3321145;3222491;3419798;3591637;3619155;3531918;3441462;3454049;3544213;3297433;3502937;3473955;3283674;3482854,76666667
6;thread(s);2927115;2964879;2925652;2966928;2955804;2966928;2964293;2958146;2952292;2944094;2953169;2959317;3148135;2983029;2995909;2987420;2949364;2932092;2968977;2934434;2939118;2956390;2933263;3139938;3048310;2981272;2964879;3033380;3092221;2951706;2979281,8
7;thread(s);3186776;3030160;3108615;3103053;3075535;3359494;3067631;3004107;3124423;3151355;3046846;3134962;3125301;2996495;3218393;3076413;3107151;3075243;3115934;3110956;3065874;3043919;3089587;3122373;3127350;3085781;3077585;3053287;3046846;3055628;3099569,1
8;thread(s);3198193;3251765;15886166;3270793;3208147;18978094;3195851;3130571;16580840;3179166;3112127;11644644;3357737;3201707;19823237;3069680;3178580;16058590;3094563;3107737;17170420;3332562;4470153;11488028;3562656;3131448;15147581;3207561;3204341;18580846;7560792,8
9;thread(s);3604810;3759085;3567047;3385254;3713418;3595442;4057095;3600127;3699951;3556508;4000010;3566461;3388767;3646672;3620033;3734788;3561778;3781919;3325536;3601005;3609787;3697023;3474834;3220442;3051823;3660139;3513182;3567633;3567340;3911310;3601307,3
10;thread(s);3462245;3321437;3140817;3167748;3128521;3156332;3250887;3285430;3151355;3140524;3189118;3278697;3154575;3298019;3140524;3333439;3297726;3502644;3116226;3308557;3378814;4816758;3534260;3201414;3217807;3137011;3114177;3052115;3231273;3228931;3291246,03333333
11;thread(s);3307679;3146085;3190582;3160722;3194095;3327585;3170090;3004985;3137888;3169798;3152526;3226590;3186483;3180043;3247081;3189997;3428288;3158380;3189119;3186191;3218100;3228931;3279868;3189997;3083732;3137304;3211952;3227467;3261718;3187362;3199354,6
12;thread(s);3726298;3817926;3787481;3628522;3886428;3832270;3578171;4051240;3770501;3463710;3837247;3637890;3674483;3420676;3717808;3572902;3477176;3694974;3578464;3727468;3645794;3749424;3552410;3275185;3490935;3340758;3616227;3406917;3427702;3629986;3633899,1
13;thread(s);3117105;3153404;3110957;3129399;3138182;3103345;3081097;3240056;3136718;3083439;3122374;3074949;3061483;3099540;3113884;3101589;3113005;3103931;3079048;3067631;3081097;3048896;3038943;3750302;3086659;3263474;3114176;3110078;3067339;3115641;3130258,03333333
14;thread(s);3048017;3035137;3052994;3075828;3055043;3062069;3082560;3042748;3081098;3076706;3055043;3065289;3048896;3060313;3312362;3020792;3058263;3063825;3391695;3512890;3298018;3139938;3016694;3262011;3124423;3264645;3106858;3152818;3061483;3093977;3124081,1
15;thread(s);3176238;3514061;3599834;3287187;3318217;3400770;3533967;3583148;3573780;3490348;3583441;3611836;3976591;3599541;3418627;3331976;3687656;3494740;3475712;3365934;3519037;3359494;3449073;3429459;3332854;3448487;3928289;3516988;3430045;3394623;3494398,43333333
