frametime(nanoseconds)
3243861
3033673
3263767
3274013
3079341
2998544
3349248
3273135
3079926
3392280
3083146
3578171
3433850
3209318
3343979
3394622
3491520
3101003
2971905
3070265
3378522
3110664
3309727
3071730
3076413
3231273
3133791
3201707
3089001
3286016
