frametime(nanoseconds)
2937635
3105675
2959478
2967633
3033741
3155476
3012773
2957148
2997629
3031411
3229448
2982485
3154602
2969670
3068980
3065486
3005201
3143826
3100724
3089366
2985980
3311283
3012773
2956274
2965011
2979572
3270220
3051506
3374480
3033451
